label	chr	pos1	pos2	type	elem	id	flank_side	elements	strand	ENdb_id	jiang_TEs	jiang_SEs	tonekaboni_COREs_h1	barakat_naive_CSS_RPP	barakat_primed_CSS_RPP	barakat_naive_SE	barakat_primed_SE	kunarso_CTCF_peaks	kunarso_NANOG_peaks	kunarso_OCT4_peaks	HACER_GRO_seq	lu_active_RNAseq	wang_id	wang_state	zhang_RNAseq_rank	goke_id	goke_stage	carter_ltr_subfamily	ATAC_seq_peaks	H1_ChromHMM	H1_CIS	endo_ChromHMM	endo_CIS
flanked:LTR7_HERVH-int:1540	chr13	55578227	55584087	flanked	LTR7_HERVH-int	1540	NA	8	-	NA	TE_00_01301601, TE_00_01601853, TE_00_01700074, TE_00_01801769, TE_00_01904519, TE_01_03100589, TE_02_01700880, TE_02_06400558, TE_02_06601159, TE_02_09400533, TE_02_12405108, TE_02_32804349, TE_02_37007469, TE_00_02402276, TE_01_03300612, TE_02_03803336, TE_02_04002515, TE_02_04200025, TE_02_06700082, TE_02_12501266	Sample_00_012, Sample_02_036, Sample_02_065	NA	191, 474	1000	NA	NA	NA	2	1	GSE41009_3629, GSE64758_459	active	HERVH_912	highly	4	349227, 105025, 349228	EpiVsLateb, hescp10	7up2	7	EnhG2, TssFlnk, TxWk, TssA, TssFlnkU	cont_Tss_noEnh, cont_Low_TssBiv	TssA, TxWk, TssFlnk	cont_Low_TssBiv, cont_Tss_noEnh
flanked:LTR7_HERVH-int:1541	chr13	55654930	55660802	flanked	LTR7_HERVH-int	1541	NA	7	-	NA	TE_02_32804902, TE_00_01300194, TE_00_01801577, TE_00_01902088, TE_00_02401163, TE_01_03100043, TE_01_03300051, TE_02_01703056, TE_02_03807680, TE_02_04005104, TE_02_04200618, TE_02_06600090, TE_02_06700057, TE_02_09400641, TE_02_12403665, TE_02_12500802, TE_02_41800334	Sample_00_012, Sample_02_036, Sample_02_064, Sample_02_065	NA	299, 683	229, 176, 608	NA	NA	NA	2	2	E-MTAB-742_53, E-MTAB-742_54, GSE41009_3631, GSE64758_460	active	HERVH_913	highly	42	105026, 105027	hescp10	7up1	3	TssA, TxWk, EnhG1, TssFlnk	cont_Tss_noEnh, cont_Tx_EnhG1, cont_Tss_Enh	TxWk	cont_Low_TssBiv
flanked:LTR7_HERVH-int:1542	chr13	56040250	56046275	flanked	LTR7_HERVH-int	1542	NA	7	+	NA	TE_02_41806371	NA	NA	NA	NA	NA	NA	NA	2	NA	GSE41009_3633	active	HERVH_914	highly	151	349192, 105006	hescp0, hescp10	7up1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1543	chr13	56112410	56118259	flanked	LTR7_HERVH-int	1543	NA	7	-	NA	TE_02_06405051, TE_02_06504207, TE_02_06705874, TE_02_12510479, TE_02_12403235	NA	NA	604, 177	279	NA	NA	NA	2	NA	GSE41009_3634, GSE64758_462	active	HERVH_915	highly	63	105028, 349231, 105029	hescp0, hescp10	7up1	2	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1544	chr13	61088457	61094439	flanked	LTR7_HERVH-int	1544	NA	6	+	NA	TE_00_01209528, TE_02_06711823, TE_02_39503837, TE_00_02400941, TE_02_04300913	Sample_02_038	NA	158	318	NA	NA	NA	2	NA	GSE41009_3654	NA	HERVH_916	moderately	768	NA	NA	7d2	1	EnhWk, TxWk	cont_Low_EnhWk, cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1545	chr13	61205681	61211279	flanked	LTR7_HERVH-int	1545	NA	6	+	NA	TE_02_04315785, TE_02_39511329	NA	NA	NA	NA	NA	NA	NA	2	NA	GSE41009_3658	NA	HERVH_917	moderately	388	NA	NA	7d2	1	EnhWk	cont_ReprPC_Biv	NA	NA
flanked:LTR7_HERVH-int:1546	chr13	63213192	63219132	flanked	LTR7_HERVH-int	1546	NA	9	+	NA	TE_02_35714743	Sample_02_087	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_3665, GSE64758_466	NA	HERVH_918	inactive	697	NA	NA	7d2	1	TxWk	cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1547	chr13	66141331	66147036	flanked	LTR7_HERVH-int	1547	NA	8	-	NA	TE_02_17710532, TE_02_21304080, TE_02_28504296, TE_02_28603211, TE_01_03611561, TE_02_12409718, TE_02_23709255, TE_02_23601401, TE_02_24203560, TE_02_35800859	Sample_01_054	NA	274	NA	NA	NA	NA	1	NA	GSE41009_3680, GSE64758_468	NA	HERVH_919	moderately	258	349233	EpiVsHesc, lateb	7u2	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1548	chr13	66226368	66232340	flanked	LTR7_HERVH-int	1548	NA	7	-	NA	TE_02_03917267, TE_02_06604816, TE_01_05101253, TE_02_06403459, TE_02_06502824, TE_02_06703408, TE_02_12404663	NA	NA	420, 648	1000, 220, 532	NA	NA	NA	2	2	GSE41009_3681, GSE64758_469	NA	HERVH_920	moderately	219	NA	NA	7up1	NA	ReprPC, ReprPCWk, EnhWk, Het	cont_Low_TssBiv, cont_Low_EnhWk, cont_Het_Rpts	ReprPC, ReprPCWk, Het	cont_Low_TssBiv, cont_Het_Rpts
flanked:LTR7_HERVH-int:1549	chr13	77933222	77939379	flanked	LTR7_HERVH-int	1549	NA	7	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_921	inactive	571	349239	2cell	7d1	NA	TxWk, EnhA2, Het, ZNF-Rpts	cont_TxWk_EnhWk, cont_Tx_EnhG2, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1550	chr13	79274081	79279821	flanked	LTR7_HERVH-int	1550	NA	8	+	NA	TE_02_32808525, TE_00_02404793, TE_02_03600097, TE_02_06400037, TE_02_06600011, TE_02_06700147, TE_02_12501713	Sample_02_065	NA	735	NA	NA	NA	NA	1	NA	GSE41009_3727, GSE64758_477	NA	HERVH_922	inactive	380	NA	NA	7d2	1	Het	cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1551	chr13	80183510	80189979	flanked	LTR7_HERVH-int	1551	NA	6	+	NA	TE_01_03305255, TE_02_03611303, TE_02_12407460, TE_02_41800184	NA	NA	324	NA	NA	NA	NA	NA	NA	GSE41009_3738	NA	HERVH_923	moderately	259	105012	hescp0	7u1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1552	chr13	81866094	81874919	flanked	LTR7_HERVH-int	1552	NA	7	+	NA	TE_00_01015333, TE_00_01200707, TE_00_01301171, TE_00_01603829, TE_00_01803559, TE_00_01901157, TE_01_03100281, TE_01_03300860, TE_02_01705388, TE_02_04200443, TE_02_04405633, TE_02_04801000, TE_02_06400913, TE_02_06500983, TE_02_06603399, TE_02_06701227, TE_02_09401352, TE_02_12413258, TE_02_12502757, TE_02_32802680, TE_02_41801152, TE_02_04300733	Sample_02_036, Sample_02_049, Sample_00_024, Sample_02_038	NA	NA	152	NA	NA	1	2	NA	GSE41009_3755, GSE64758_480	NA	HERVH_924	inactive	876	105013	hescp10	7d1	3	Het, EnhA1, EnhA2	cont_Low_TssBiv	EnhA2	cont_Low_TssBiv
flanked:LTR7_HERVH-int:1554	chr13	86358167	86364136	flanked	LTR7_HERVH-int	1554	NA	8	+	NA	TE_00_01303929, TE_00_02417558, TE_02_03623752, TE_02_04209386, TE_02_06602494, TE_02_06402840, TE_02_06500948, TE_02_06701177, TE_02_12402702	NA	NA	498, 552	189, 1000	NA	NA	NA	2	1	GSE41009_3776	NA	HERVH_926	moderately	456	349212, 349213, 105014	EpiVsHesc, hescp0, EpiVsLateb	7up1	2	EnhA1	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1555	chr13	87186448	87192108	flanked	LTR7_HERVH-int	1555	NA	8	-	NA	TE_00_02414677, TE_02_03804239, TE_02_04309997, TE_02_06410433, TE_02_06514377, TE_02_41805492	NA	NA	274	NA	NA	NA	NA	2	NA	GSE41009_3780, GSE64758_485	NA	HERVH_927	moderately	629	NA	NA	7d1	2	EnhA2	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1556	chr13	88512818	88518743	flanked	LTR7_HERVH-int	1556	NA	8	-	NA	TE_00_01209892, TE_02_02115758, TE_02_03617635, TE_02_04208275, TE_02_06407881, TE_02_06507488, TE_02_06707054, TE_02_12409086	NA	NA	342	225	NA	NA	NA	1	1	GSE41009_3784, GSE64758_486	active	HERVH_928	moderately	526	NA	NA	7up1	2	EnhA2, TxWk, ZNF-Rpts, Het	cont_Tx_EnhG2, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1558	chr13	90848572	90854278	flanked	LTR7_HERVH-int	1558	NA	8	-	NA	TE_02_31301276, TE_02_06403552, TE_02_06500760, TE_02_06601740, TE_02_06700804, TE_02_19900021, TE_02_20300289, TE_02_22800596, TE_02_24000936, TE_02_29302673, TE_02_35505232, TE_02_40700202, TE_02_41000343, TE_02_23700570, TE_02_29400270, TE_02_39403001	Sample_02_021, Sample_02_236, Sample_02_358, Sample_02_087, Sample_02_124	NA	315	162	NA	NA	NA	2	3	GSE41009_3794, GSE64758_487	NA	HERVH_929	moderately	680	105036	hescp0	7up1	2	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1559	chr13	97642317	97648209	flanked	LTR7_HERVH-int	1559	NA	7	+	E_01_310	TE_02_21006227, TE_00_01012603, TE_01_02603558, TE_01_04509710, TE_02_02700854, TE_02_02800837, TE_02_05707267, TE_02_06514621, TE_02_06804448, TE_02_06915795, TE_02_10706836, TE_02_11012839, TE_02_11106159, TE_02_15000515, TE_02_15107397, TE_02_17707953, TE_02_18001879, TE_02_18103197, TE_02_18308715, TE_02_18505381, TE_02_21605638, TE_02_28901573, TE_02_29004828, TE_02_29101156, TE_02_29201054, TE_02_33611293, TE_02_35909164, TE_02_40502866, TE_02_40602372, TE_02_42303108	Sample_00_024, Sample_02_038, Sample_02_043, Sample_02_133	NA	210	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_930	inactive	769	NA	NA	7d2	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1560	chr13	104207592	104213824	flanked	LTR7_HERVH-int	1560	NA	7	-	NA	TE_00_02418302	NA	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_3338	NA	HERVH_931	inactive	679	NA	NA	7d1	NA	Het, ZNF-Rpts	cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1564	chr14	25425571	25430929	flanked	LTR7_HERVH-int	1564	NA	8	-	NA	TE_02_12108348	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3897	NA	HERVH_935	inactive	1191	NA	NA	7o	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1567	chr14	38190637	38196525	flanked	LTR7_HERVH-int	1567	NA	7	+	NA	TE_00_01801711, TE_00_01902270, TE_02_04008181, TE_02_04307047, TE_02_06600676, TE_02_09401218, TE_02_32804781, TE_01_04002081, TE_01_05306664, TE_02_11702235, TE_02_41804398, TE_00_01600885, TE_00_02404535, TE_01_03301008, TE_02_01702370, TE_02_03803618, TE_02_06700018, TE_02_12400533, TE_02_12501081, TE_02_25306573, TE_02_31208362, TE_02_40100394	Sample_00_012, Sample_00_013, Sample_01_031, Sample_02_036, Sample_02_042, Sample_02_064, Sample_02_065	NA	150, 840, 210	1000, 312	NA	NA	NA	1	NA	E-MTAB-742_55	active	HERVH_938	highly	34	349254, 349255, 105043	hescp0, hescp10	7up2	4	TssA, TssFlnk, TxWk, EnhG1	cont_Tss_EnhG, cont_Tx_EnhG2	TxWk, TssFlnk	cont_Tx_EnhG2, cont_Low_TssBiv
flanked:LTR7_HERVH-int:1568	chr14	41515870	41521881	flanked	LTR7_HERVH-int	1568	NA	6	+	NA	TE_02_12413900, TE_00_02418314, TE_01_05817540, TE_02_20305651, TE_02_33021477	NA	NA	164	246	NA	NA	NA	NA	NA	E-MTAB-742_56, GSE41009_3993	NA	HERVH_939	moderately	118	349256	hescp0	7up1	NA	EnhA2	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1569	chr14	46012432	46018103	flanked	LTR7_HERVH-int	1569	NA	8	-	NA	TE_02_04315907	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4027, GSE64758_511	NA	HERVH_941	inactive	736	105066	hescp0	7d2	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1571	chr14	47104196	47108765	flanked	LTR7_HERVH-int	1571	NA	6	+	NA	TE_02_02116722, TE_00_01209320, TE_00_01301022, TE_00_02414499, TE_01_03101535, TE_02_03608131, TE_02_03809124, TE_02_04021027, TE_02_04309908, TE_02_06403193, TE_02_06503440, TE_02_06601837, TE_02_06702223, TE_02_12410375, TE_02_33603230	NA	NA	407, 225	NA	NA	NA	NA	NA	NA	NA	active	HERVH_943	highly	147	105046, 349259	hescp0	7up1	2	EnhA1, TxWk, EnhWk	cont_TxWk_EnhWk, cont_Low_EnhWk	EnhA2	cont_Low_EnhWk
flanked:LTR7_HERVH-int:1572	chr14	48255198	48268282	flanked	LTR7_HERVH-int	1572	NA	14	-	NA	TE_00_01206516, TE_00_01304097, TE_00_01908042, TE_01_03303694, TE_02_01705992, TE_02_03605603, TE_02_04008471, TE_02_31608472, TE_00_02402387, TE_02_03801413, TE_02_03924488, TE_02_04302743, TE_02_06400581, TE_02_06600028, TE_02_09401347, TE_02_12504033	Sample_01_031, Sample_02_065, Sample_02_067	NA	NA	231	NA	NA	NA	4	NA	E-MTAB-742_57, E-MTAB-742_58, GSE41009_4039, GSE64758_512	active	HERVH_945	highly	19, 149	105067, 349289	hescp0	7d2	5	TssFlnk, TxWk, TssA, EnhA2, TssFlnkU	cont_Tss_noEnh, cont_Low_TssBiv	TxWk, TssFlnk	cont_Low_TssBiv, cont_Tss_noEnh
flanked:LTR7_HERVH-int:1573	chr14	50893161	50896882	flanked	LTR7_HERVH-int	1573	NA	4	+	NA	TE_00_01300558, TE_01_03100313, TE_01_04105509, TE_02_02101292, TE_02_03604034, TE_02_04200911, TE_02_06314429, TE_02_06507389, TE_02_06703891, TE_02_09704690, TE_02_17807746, TE_02_19907056, TE_02_20403659, TE_02_23601442, TE_02_24004046, TE_02_24113094, TE_02_24206776, TE_02_29412160, TE_02_35606086, TE_02_35806219, TE_02_39614724, TE_02_42711176, TE_03_00101996, TE_03_00201338, TE_03_00302554, TE_00_02406505, TE_02_08607037, TE_02_09901551, TE_02_10505636, TE_02_12400369, TE_02_23704195, TE_02_32801465, TE_02_35306458, TE_02_35400529	NA	NA	184, 197	NA	NA	NA	NA	1	NA	NA	active	HERVH_946	moderately	90	349262	hescp0, hescp10	7up1	2	EnhWk, TxWk, EnhA1	cont_TxWk_EnhWk, cont_TxWk_Enh	NA	NA
flanked:LTR7_HERVH-int:1575	chr14	61133251	61139160	flanked	LTR7_HERVH-int	1575	NA	7	-	NA	TE_01_06402378, TE_02_11200221, TE_02_17102208, TE_02_39605085	Sample_00_015, Sample_00_032, Sample_00_043, Sample_01_029, Sample_01_076, Sample_02_054, Sample_02_055, Sample_02_073, Sample_02_074, Sample_02_172, Sample_02_209, Sample_02_210, Sample_02_211, Sample_02_265, Sample_02_281, Sample_02_282, Sample_02_301, Sample_02_366, Sample_02_367, Sample_02_368, Sample_02_369, Sample_02_371, Sample_02_374, Sample_02_379, Sample_02_419, Sample_02_364	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_4126, GSE64758_520	NA	HERVH_949	inactive	878	NA	NA	7d1	NA	Het	cont_Het_Rpts	Het	cont_Het_Rpts
flanked:LTR7_HERVH-int:1576	chr14	70293486	70301929	flanked	LTR7_HERVH-int	1576	NA	3	-	NA	TE_00_01804976, TE_00_01902560, TE_01_03100033, TE_01_03302048, TE_02_03823773, TE_02_04205876, TE_02_06401784, TE_02_06600544, TE_02_09403960, TE_02_32804738, TE_02_41800769, TE_02_03604145, TE_02_06500435, TE_02_06701028, TE_02_12502844	NA	NA	NA	863	NA	NA	NA	2	1	NA	NA	HERVH_950	moderately	457	NA	NA	NA	2	EnhA1, EnhA2, EnhWk, TxWk, TssA	cont_EnhA, cont_TxWk_EnhWk, cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1577	chr14	71124206	71130006	flanked	LTR7_HERVH-int	1577	NA	8	+	NA	TE_00_02402236, TE_01_03906191, TE_02_06812183, TE_02_18600306, TE_02_25804790, TE_02_25904747, TE_02_26004279, TE_02_33606840, TE_02_42205953, TE_02_43306983, TE_00_01501615, TE_00_03101125, TE_01_01801057, TE_01_02900153, TE_01_03600837, TE_01_04402025, TE_01_06903468, TE_01_08810547, TE_02_02111083, TE_02_03802692, TE_02_04300015, TE_02_05303349, TE_02_06905866, TE_02_07400361, TE_02_08103987, TE_02_08400390, TE_02_08500432, TE_02_08602260, TE_02_10201370, TE_02_16402701, TE_02_16501366, TE_02_17103631, TE_02_17202860, TE_02_17304977, TE_02_17502161, TE_02_17701885, TE_02_18001956, TE_02_18101530, TE_02_18202015, TE_02_18300849, TE_02_18501835, TE_02_18800398, TE_02_23201793, TE_02_23600246, TE_02_23703145, TE_02_24105460, TE_02_25607994, TE_02_25705940, TE_02_26500369, TE_02_26811251, TE_02_27400070, TE_02_28001198, TE_02_28100062, TE_02_28405673, TE_02_31100622, TE_02_32306138, TE_02_33704641, TE_02_35904132, TE_02_39802452, TE_02_39900450, TE_02_40000680, TE_02_40100272, TE_02_40202822, TE_02_42302042, TE_02_43002239	Sample_01_019, Sample_01_056, Sample_01_058, Sample_01_059, Sample_02_005, Sample_02_054, Sample_02_055, Sample_02_073, Sample_02_107, Sample_02_110, Sample_02_111, Sample_02_112, Sample_02_113, Sample_02_116, Sample_02_150, Sample_02_151, Sample_02_201, Sample_02_203, Sample_02_209, Sample_02_219, Sample_02_264, Sample_02_301, Sample_02_317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_951	inactive	320	NA	NA	7d1	NA	ZNF-Rpts, Het	cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1578	chr14	73128451	73134036	flanked	LTR7_HERVH-int	1578	NA	6	-	NA	TE_00_01004305, TE_00_02402240, TE_02_04202462, TE_02_04308651, TE_02_04503962, TE_02_06401419, TE_02_06501569, TE_02_03604981, TE_02_03802278, TE_02_06701223	Sample_02_039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_952	inactive	737	NA	NA	NA	NA	Het	cont_Tx_EnhG2	NA	NA
flanked:LTR7_HERVH-int:1581	chr14	84500249	84505973	flanked	LTR7_HERVH-int	1581	NA	8	-	NA	TE_00_01806676, TE_02_06510412, TE_02_06710170, TE_02_41803938	NA	NA	175	169	NA	NA	NA	NA	NA	GSE41009_4230, GSE64758_536	NA	HERVH_957	moderately	477	NA	NA	7d1	1	EnhWk, TxWk, Het, ZNF-Rpts	cont_Low_TssBiv, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1582	chr14	85732436	85738601	flanked	LTR7_HERVH-int	1582	NA	8	-	NA	TE_01_08814614, TE_00_02403078, TE_02_03805946, TE_02_04306152	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4233, GSE64758_537	NA	HERVH_958	inactive	822	NA	NA	7d1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1583	chr14	86731585	86737060	flanked	LTR7_HERVH-int	1583	NA	7	+	NA	TE_02_24716500, TE_00_02401166	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4239	NA	HERVH_959	inactive	1139	NA	NA	7d1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1584	chr14	87234690	87240791	flanked	LTR7_HERVH-int	1584	NA	6	-	NA	TE_00_01019108, TE_00_01306641, TE_01_02713350, TE_01_04004305, TE_02_03617461, TE_02_04011898, TE_02_04307993, TE_02_06407738, TE_02_06503995, TE_02_06603268, TE_02_06704518, TE_02_11704226, TE_02_12511706, TE_02_38109313, TE_02_39402333, TE_02_40304735, TE_03_00102500, TE_02_00901938, TE_02_03800776, TE_02_17703452, TE_02_38203825	Sample_00_024	NA	177, 225	NA	NA	NA	NA	1	NA	GSE41009_4242, GSE64758_538	NA	HERVH_960	moderately	297	NA	NA	7d2	2	TxWk, EnhA1	cont_TxWk_EnhWk, cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1585	chr14	92041754	92049821	flanked	LTR7_HERVH-int	1585	NA	6	-	NA	TE_00_00700866, TE_01_08501290, TE_02_00201643, TE_02_08603569, TE_02_08702486, TE_02_17002044, TE_02_28401192, TE_02_30103308, TE_02_31001246, TE_02_31204740, TE_02_32302258, TE_02_32401079, TE_02_38202763, TE_02_42201128, TE_02_06927240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_961	moderately	298	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1586	chr14	93559391	93564970	flanked	LTR7_HERVH-int	1586	NA	4	-	NA	TE_01_02303812, TE_02_04810011, TE_02_04907850, TE_02_32211200, TE_00_02403657	NA	NA	236	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_963	inactive	1031	NA	NA	7o	NA	EnhWk	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1587	chr14	95968232	95978860	flanked	LTR7_HERVH-int	1587	NA	8	+	NA	TE_02_00607936, TE_02_00703970, TE_02_12405376, TE_02_38705287, TE_02_41803404, TE_00_01301853, TE_00_01605196, TE_00_01803847, TE_01_03100194, TE_02_03815866, TE_02_06601137, TE_00_01200051, TE_02_01703135, TE_02_03602244, TE_02_04008687, TE_02_04202236, TE_02_04805160, TE_02_04902391, TE_02_06401191, TE_02_06500428, TE_02_06700598, TE_02_09400183, TE_02_32800634	Sample_00_024, Sample_02_043, Sample_02_125	NA	223, 200	665	present	present	NA	1	1	GSE41009_4293, GSE64758_546	NA	HERVH_964	moderately	284	NA	NA	7bc, 7d1	NA	EnhWk, TxWk, ZNF-Rpts, Het, EnhA2	cont_TxWk_EnhWk, cont_EnhA	Het	cont_Het_Rpts
flanked:LTR7_HERVH-int:1588	chr14	98446792	98452574	flanked	LTR7_HERVH-int	1588	NA	7	-	NA	TE_00_02405068, TE_02_03813147, TE_02_03612372	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4307, GSE64758_553	NA	HERVH_965	inactive	1032	NA	NA	NA	1	TxWk, EnhWk, ZNF-Rpts	cont_TxWk_EnhWk, cont_Low_EnhWk	Het	cont_Low_TssBiv
flanked:LTR7_HERVH-int:1589	chr14	98985204	98992939	flanked	LTR7_HERVH-int	1589	NA	6	+	NA	TE_00_00807822, TE_00_00910053, TE_00_02714125, TE_00_04510844, TE_01_04305742, TE_01_04406444, TE_01_08411177, TE_02_02209963, TE_02_03105099, TE_02_03403395, TE_02_03503498, TE_02_05806255, TE_02_05905575, TE_02_06006279, TE_02_12610385, TE_02_12710459, TE_02_12808931, TE_02_13114587, TE_02_13213892, TE_02_14803700, TE_02_17605376, TE_02_22204119, TE_02_22303330, TE_02_22405362, TE_02_22505966, TE_02_22604334, TE_02_23308164, TE_02_24707917, TE_02_34806225, TE_02_34904466, TE_00_00708866, TE_00_04405754, TE_01_07910247, TE_02_23405954	NA	NA	225, 249	826, 586	NA	NA	NA	NA	NA	GSE41009_4312	active	HERVH_966	moderately	240	105057	EpiVsLateb	7up2	NA	TxWk	cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1590	chr14	101305253	101311247	flanked	LTR7_HERVH-int	1590	NA	8	-	NA	TE_02_24408728, TE_00_02400614, TE_02_04301372, TE_02_33000084	Sample_02_038, Sample_02_040	NA	175	NA	NA	NA	NA	NA	NA	GSE41009_3826, GSE64758_491	NA	HERVH_967	inactive	1027	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1591	chr14	102239956	102245769	flanked	LTR7_HERVH-int	1591	NA	6	+	NA	TE_01_06304403, TE_02_00801474, TE_02_01311618, TE_02_04900930, TE_02_26703156, TE_01_05600442, TE_02_06908600, TE_02_10707901, TE_02_10802770, TE_02_11101115, TE_02_11206502, TE_02_13901851, TE_02_18000928, TE_02_18101122, TE_02_18401977, TE_02_26302530, TE_02_27701607, TE_02_27800843, TE_02_30506846, TE_02_39501578, TE_02_42300163	Sample_02_183, Sample_02_011, Sample_02_068, Sample_02_073, Sample_02_087, Sample_02_095, Sample_02_110, Sample_02_182, Sample_02_185, Sample_02_268, Sample_02_301, Sample_02_317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_968	inactive	877	NA	NA	7bc	NA	ReprPCWk	cont_Tx_EnhG2	NA	NA
flanked:LTR7_HERVH-int:1592	chr14_KI270847v1_alt	673953	679532	flanked	LTR7_HERVH-int	1592	NA	4	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1593	chr15	24685359	24691027	flanked	LTR7_HERVH-int	1593	NA	8	-	NA	TE_02_12401878	Sample_00_024, Sample_02_038, Sample_02_043	NA	175	NA	NA	NA	NA	2	NA	NA	NA	HERVH_970	moderately	527	NA	NA	7d1	1	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1595	chr15	37236264	37241355	flanked	LTR7_HERVH-int	1595	NA	7	-	NA	TE_02_35703314	Sample_02_300, Sample_02_304, Sample_02_306, Sample_02_312, Sample_02_319	NA	175	NA	NA	NA	NA	NA	NA	GSE41009_4446, GSE64758_567	NA	HERVH_973	inactive	823	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1598	chr15	49698523	49704756	flanked	LTR7_HERVH-int	1598	NA	8	-	NA	TE_00_02414449, TE_02_20909155, TE_02_26514486	NA	NA	NA	1000	NA	NA	NA	NA	NA	GSE41009_4498	NA	HERVH_977	inactive	771	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1599	chr15	52738557	52745204	flanked	LTR7_HERVH-int	1599	NA	5	+	NA	TE_01_01816891, TE_01_06914429, TE_02_15806048, TE_00_01201081, TE_00_01601469, TE_00_01803314, TE_00_01902173, TE_00_02407660, TE_01_03300955, TE_02_01703014, TE_02_03814394, TE_02_04203471, TE_02_06402770, TE_02_06503978, TE_02_06601533, TE_02_06701949, TE_02_09401484, TE_02_12513118, TE_02_32900759	Sample_00_013, Sample_01_031, Sample_02_036	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	HERVH_978	moderately	352	349322	2cell	7d2	2	Het, EnhA2	cont_TxWk_EnhWk, cont_Tss_EnhG	EnhA2	cont_Low_TssBiv
flanked:LTR7_HERVH-int:1602	chr15	74354143	74359784	flanked	LTR7_HERVH-int	1602	NA	6	+	NA	TE_02_06407980, TE_02_06708390, TE_02_08204981, TE_02_08304355, TE_02_13301667, TE_02_16207642, TE_02_16818217, TE_02_16906418, TE_02_17006488, TE_02_41804447, TE_00_02400412, TE_02_03813699, TE_02_08401878, TE_02_08501933	Sample_01_069, Sample_00_003, Sample_00_031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_982	moderately	630	NA	NA	7o	1	ZNF-Rpts, Het, EnhWk, TxWk	cont_Low_EnhWk, cont_Low_TssBiv, cont_TxWk_EnhWk	Het	cont_Low_TssBiv
